Position,Company,Salary,Min-Salary,Max-Salary,City,Empirical,Education,Work Nature,Advantage,Detail,Address,Coordinate
资深C/C++客户端开发工程师,网易,30k-45k,30k,45k,上海,5-10年,学历不限,全职,五险一金 商业保险 年底双薪 交通补贴,工作职责：。进行大型网络平台客户端的本地架构设计、核心组件开发和持续改进；。进行平台客户端版本的开发、测试和发布，并保障版本质量和周期；。进行平台客户端周边系统的开发、测试和发布；任职要求：。计算机或相关专业的本科及以上学历，5年及以上开发经验，含3年及以上Windows软件开发经验；。拥有至少一款完整的Windows客户端软件架构和开发维护经验；。熟练掌握C/C++程序开发；。熟练掌握Windows客户端软件开发；。熟练掌握多线程开发；。有QT开发经验者优先；。有Web/Native混合开发经验者优先；。具有良好的沟通能力和团队合作能力；。主动，富有责任心和自驱力；,上海碧波路690号,"(121.583503, 31.198709)"
Linux C高级开发,安恒信息网关事业群,20k-40k,20k,40k,杭州,3-5年,本科及以上,全职,五险一金 带薪年假 国内外旅游,"职位职责：1.负责网关类（例如防火墙）产品的研发与维护；2.应用层防火墙产品后端安全引擎、通信组件等的研发；3.产品需求调研，功能设计、实现、产品化；4.协助解决售前售后项目问题；任职要求：1.计算机相关专业，大学本科及以上学历,211、985等院校优先；2.具有至少三年的Linux开发经验，熟悉Linux编程和调试环境；3.精通C语言、数据结构，能够对程序做性能分析和调优；4.熟悉TCP/IP协议、路由、交换等网络基础知识；5.熟悉HTTP协议，熟悉SSL\TLS以及x509等协议；6.熟悉Linux内核，特别是内核协议栈实现者优先；7.有信息安全、网络攻防等经验和基础者优先；8.具备良好的沟通表达能力和学习能力，积极的工作态度，较强的责任心。",杭州西兴街道联慧街188号安恒大厦,"(120.2264, 30.208132)"
C语言开发实习生,千立网络研发部,2k-3k,2k,3k,成都,应届毕业生,本科及以上,实习,"行业前景好,学习东西多,可毕业留任",该职位接受寒暑假实习&长期实习。岗位要求:1、大学本科，大三在校学生，计算机相关专业2、具备一定的编程能力，熟悉C语言3、熟悉linux环境的基本命令岗位职责:1、参与公司设备相关项目的开发2、根据要求，完成相应代码编写3、协助搭建开发环境等提供长期实习，120-150元/天，要求每月实习天数不低于15天。优秀者毕业后能提供正式入职机会。,成都天益街38号理想中心4栋1208号,"(104.063401, 30.59472)"
19届校招（应届生）C/C++开发,瞬联软件科技（北京）有限公司,8k-15k,8k,15k,上海,应届毕业生,本科及以上,实习,六险一金 带薪假期 弹性工作 外企氛围,【公司介绍】瞬联软件科技北京有限公司瞬联科技成立于2000年，是一家全球领先的IT服务供应商，提供技术咨询、软件研发及行业级整体技术解决方案。瞬联在移动、电信、嵌入式、IoT、汽车、移动互联网及企业软件方案等领域拥有超过19年的深厚研发经验，通过其优质的交付能力、灵活的合作模式和客户导向的理念赢得了许多世界500强企业客户。公司在大中华地区7个城市、美国、加拿大、欧洲的主要城市设有办公室和研发中心。目前瞬联已拥有超过2000名正式员工。近年来，瞬联9次被国际外包专业协会（IAOP）评为全球外包行业100强公司，同时也屡次得到Gartner、IDG和中国外包网等国内外机构的奖项和荣誉。瞬联拥有ISO9001和27001认证以及CMMI3证书（含敏捷开发流程）。2019年瞬联软件科技上海分公司的春季校园招聘将面向2018及2019届的优秀毕业生。【招聘职位】1通信软件自动化测试；2通信软件C/C++开发；3通信软件Java开发；4通信软件Python开发；【薪资待遇】本科生：8K—13K硕士：8K—15K【招聘对象】2018及2019届的优秀毕业生学历要求：本科及以上学历；专业要求：计算机/软件工程/通信工程/电子信息工程/数学等相关专业优先。【招聘要求】1.扎实的软件测试基本功，扎实的C/C++/JAVA/Python基本功，了解Linux或Unix系统；了解TCP/IP网络协议；2.基本的英语听说读写能力；3.快速学习能力；4.有团队协作精神，沟通良好。【公司网址】http://www.cienet.com.cn,上海2号线淞虹路,"(121.361536, 31.222292)"
c语言,茂源资本,10k-20k,10k,20k,深圳,1年以下,本科及以上,全职,扁平化、高福利、五天八小时弹性工作制,"岗位职责：1.从事低延迟交易系统相关技术的研究与开发；2.从事Linux/C程序开发和性能优化；3.从事网络/硬件加速方面的工作岗位要求：1.国内重点大学计算机、电子、数学或相关专业，本科及以上学历,；2.精通Linux/C软件开发;3.熟悉软件性能测量和优化;4.熟悉linux内核，有相关开发经验者优先;5.良好的团队协作能力，创新能力，逻辑思维能力，沟通协调能力，快速学习能力，工作踏实勤奋。",深圳深南大道9678号大冲商务中心,"(113.951672, 22.540834)"
linux C/C++开发工程师-B02,鹏城实验室,15k-18k,15k,18k,深圳,1-3年,本科及以上,全职,"C/C++,cmake,gdb","1、负责特征编解码相关功能开发；2、负责视频按需调度相关功能开发；3、负责系统相关功能优化。专业知识：1、熟悉Linux系统，掌握Linux操作系统socket网络编程,多线程开发，熟悉内存管理、进程间消息传递等;2、熟悉python，具有良好的编程习惯和算法基础；3、精通C/C++语言，数据结构与算法，设计模式；4、熟练使用git,gcc,gdb,cmake等开发工具；有分布式系统理论基础和实践经验，有分布式机器学习算法开发经验者优先；",深圳万科云城一期8栋,"(113.941285, 22.573192)"
linux c/c++ 助理开发工程师,腾讯,10k-20k,10k,20k,深圳,1-3年,本科及以上,全职,"大公司平台,好学习发展,行业前沿",【岗位职责】负责部门接入平台开发和维护，包括数据接入和接口适配开发、维护及日常运营等。1.系统建设：数据接入、接口接入的开发，接入平台周边配套工具建设。2.日常运营：负责接入质量、接入效率的提升，运营报表建设等。【岗位要求】1.计算机相关专业本科及以上，1年或以上linux后台开发经验，精通C/C++（或python、java等有意愿转C++）至少一门语言。2.精通protobuf、json等业界通用协议，有通用协议适配经验者优先;3.熟悉基于tcp/udp/http(s)网络通信开发经验，并了解基础的数据安全及鉴权；4.熟悉数据库(mysql、redis、mongodb等)，至少掌握一门常用脚本语言（shell、python等）;5.具备良好的沟通协调能力，责任心强，抗压能力强,深圳飞亚达科技大厦,"(113.955737, 22.539497)"
C语言软件开发工程师,烽视威研发部,10k-20k,10k,20k,深圳,3-5年,本科及以上,全职,"扁平管理,自主研发,补贴丰厚,加班零食","1、岗位职责：负责Linux系统下的软件开发与维护工作2、岗位要求：（1）精通Linux环境下C/C++语言编程及调试；（2）精通Linux环境下网络编程及调试；（3）熟悉Linux系统编程、多线程编程、网络IO模型、大并发分布式系统；（4）熟悉主流协议HTTP,MP4,HLS,RTP,RTMP,RTSP等；（5）有CDN产品后台开发经验者优先，熟悉NGINX、APACHETRAFFICSERVER优先。",深圳科技园南区金蝶软件园B栋8层南座801室,"(113.955106, 22.533833)"
服务器软件工程师（Linux/Wi...,同为数码,15k-30k,15k,30k,深圳,3-5年,本科及以上,全职,上市公司 开发大牛,职责描述：1、负责视频监控平台服务器软件设计、开发任职要求：1.本科及以上学历，熟悉C/C++，具备3年以上C/C++开发经验2.熟悉常用数据结构、算法及其C/C++实现3.熟悉C++对象模型，熟悉编译、调试工具链的使用、原理及实现4.熟悉面向对象的分析、设计和编码实现，熟悉OOD思想、原则、工具、方法5.熟悉Linux/Windows开发环境，精通IPC、多线程及网络编程。6.有跨平台（Windows/Linux）开发经验者优先7.有视频监控从业者优先（设备接入、平台对接、流媒体转发及存储）8.有大型高并发、高性能系统开发和设计经验者优先,深圳深圳湾科技生态园二区九栋B座,"(113.953863, 22.531712)"
C语言讲师,童程童美,6k-10k,6k,10k,天津,不限,大专及以上,全职,美国上市公司平台 人工智能科技 互联网,岗位职责：1.负责组织上课的整体流程，讲授课程2.负责与学员进行沟通，交流，全面了解学员的需求，解答学员的疑惑3.承担课程的辅导，答疑，批改作业，组织课程讨论等教学环节工作4.配合并完成班主任和校区其他人员的相关工作任职资格：1.统招专科及以上学历，计算机相关专业2.熟悉javaJavaScripthtmlc++python语言中的一门3.普通话标准，表达条例清晰,天津天津市南开区白堤路靠近农科大厦写字楼,"(117.155129, 39.102274)"
C/C++嵌入式开发程序员,CAROTA科络达研发部门,15k-30k,15k,30k,上海,1-3年,大专及以上,全职,"薪资丰厚,不强制加班,工作环境宽","职位描述：1.参加需求分析,详细设计,撰写相关技术文档；2.根据详细设计进行编码与调试,实现产品具体功能；3.与硬件协作,进行产品的单元测试与系统测试;4.产品软件更新升级和软件bug的分析与解决;5.完成部门经理交待的其他工作。职位要求：1.大专学历以上,计算机软件、电子工程、自动化等相关专业；2.C语言基础扎实，有非教学类的实际项目开发经验；3.熟悉TCP/IP/UDP/HTTP等网络通讯协议，熟悉OMADM/LwM2M协议；4.熟悉车载诊断协议；5.熟悉软件调试、测试的基本方法,能够独自编写软件测试用例并完成测试工作；6.有嵌入式设备，车载终端开发经验优先；7.具备良好的沟通能力；8.能适应短时间出差。",上海南宁路970号2104单元（李锦记大厦）,"(121.434261, 31.157553)"
C/C++开发实习生,中科网航研发部,4k-5k,4k,5k,北京,应届毕业生,本科及以上,实习,绩效奖金，午餐补助，节日福利，转正机会,职位描述：1、根据设计进行程序编码；2、参与团队产品的设计、研发和优化工作。岗位要求：精通C/C++语言，熟悉常用脚本语言。专业理论课程基础扎实。熟悉LINUX操作系统，熟悉常用网络工具。有网络协议、协议分析、网络安全开发经验者优先考虑。计算机、信息安全、通讯相关专业优先。能全职在北京实习6个月以上。对网络安全有浓厚兴趣。,北京学院路29号地质大学教学楼12号楼,"(116.349911, 39.99239)"
Linux C/C++/GO开发工程师,美的集团IT,10k-20k,10k,20k,深圳,3-5年,本科及以上,全职,"六险一金,餐补,节日福利,免费体检",【工作职责】1.负责Linux下c/c++、golang系统的设计和开发；2.负责QT客户端应用的开发；3.负责提出海量服务的解决方案，寻找高并发高负载服务应对策略；4.负责ceph生产环境的运维和优化；5.参与相关产品需求讨论与产品系统架构的设计和优化工作。【岗位要求】1.本科及以上学历；2.具有QT开发经验；3.精通TCP/IP协议，进程间通讯编程，熟悉Unix/Linux下常用架构设计方法；4.熟悉MySQL/Oracle等数据库管理、开发，SQL调优；5.要求精通C++，熟悉面向对象的大型分布式系统设计与开发，了解中间件的技术以及基于中间件的开发模式；6.全面的软件知识结构（操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全）；7.具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力；8.责任心强，良好的对外沟通和团队协作能力，主动，好学；9.具备数据安全性与一致性经验者优先；有以下工作经验或技能者优先：golang开发经验；熟练使用QT、QML开发框架；,深圳的集团流程IT深圳分部,"(113.947013, 22.554915)"
